景點介紹,景點照,景點名,評分,評論數,類型,
https://www.tripadvisor.com.tw/Attraction_Review-g13806888-d17338295-Reviews-San_Yuan_Gong-Shuili_Nantou.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/30/a3/fb/caption.jpg?w=500&h=-1&s=1,三元宮,3.0 分 (共 5 分),1,宗教景點,
https://www.tripadvisor.com.tw/Attraction_Review-g13806822-d6956365-Reviews-Tea_Walkway-Ren_ai_Township_Nantou.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/c2/b8/5a/caption.jpg?w=500&h=400&s=1,茶園步道,3.0 分 (共 5 分),2,景觀徒步區,
https://www.tripadvisor.com.tw/Attraction_Review-g13806910-d6952563-Reviews-Black_Forest_Park_Pipa_Lake-Taitung_City_Taitung.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/4f/38/39/caption.jpg?w=500&h=-1&s=1,黑森林公園琵琶湖,4.0 分 (共 5 分),14,公園 • 森林,
https://www.tripadvisor.com.tw/Attraction_Review-g13806576-d6554346-Reviews-Yu_Chang_Tunnel-Fuli_Hualien.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/fd/50/aa/caption.jpg?w=500&h=400&s=1,玉長隧道,4.5 分 (共 5 分),7,景點和地標,
https://www.tripadvisor.com.tw/Attraction_Review-g13792460-d8443420-Reviews-Anping_Xiaopaotai-Anping_Tainan.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/e9/d2/4e/det-nya-utsiktstornet.jpg?w=500&h=-1&s=1,安平小砲台,3.5 分 (共 5 分),15,古蹟 • 景點和地標,
https://www.tripadvisor.com.tw/Attraction_Review-g13808400-d15398706-Reviews-Khao_Sai_Ke_Presbyterian_Church-West_Central_District_Tainan.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/77/43/a0/caption.jpg?w=500&h=-1&s=1,看西街長老教會,3.5 分 (共 5 分),3,宗教景點,
https://www.tripadvisor.com.tw/Attraction_Review-g13808894-d19368133-Reviews-Tian_Di_Yan-Zhushan_Nantou.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/6b/e0/e8/photo1jpg.jpg?w=500&h=-1&s=1,天地眼,4.0 分 (共 5 分),2,登山步道,
https://www.tripadvisor.com.tw/Attraction_Review-g13808400-d10006425-Reviews-Magongmiao-West_Central_District_Tainan.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/27/d6/e1/caption.jpg?w=500&h=-1&s=1,馬公廟,3.5 分 (共 5 分),7,古蹟 • 建築物,
https://www.tripadvisor.com.tw/Attraction_Review-g13808397-d6553668-Reviews-Donghai_Shuyuan-West_District_Taichung.html,,東海書苑,4.0 分 (共 5 分),1,景點和地標,
https://www.tripadvisor.com.tw/Attraction_Review-g13808400-d15327238-Reviews-Former_Tainan_Contract_Office-West_Central_District_Tainan.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/9e/5b/8f/caption.jpg?w=500&h=-1&s=1,原臺南合同廳舍,3.5 分 (共 5 分),9,建築物,
https://www.tripadvisor.com.tw/Attraction_Review-g13806813-d17376760-Reviews-Dr_James_Laidlaw_Maxwell_Monument-Qijin_Kaohsiung.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/46/54/30/caption.jpg?w=500&h=400&s=1,馬雅各紀念碑,4.0 分 (共 5 分),6,紀念碑和雕像,
https://www.tripadvisor.com.tw/Attraction_Review-g13808564-d6977938-Reviews-Dulan_Mountain_Trail-Yanping_Taitung.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/ca/09/48/img-20180112-193009-largejpg.jpg?w=500&h=-1&s=1,都蘭山步道,4.5 分 (共 5 分),3,登山步道,
https://www.tripadvisor.com.tw/Attraction_Review-g13806427-d10671317-Reviews-Taiwan_Shan_Guang_Temple-Beitou_Taipei.html,,台灣善光寺,4.0 分 (共 5 分),2,古蹟 • 宗教景點,
https://www.tripadvisor.com.tw/Attraction_Review-g13806427-d16859348-Reviews-She_Zi_Bridge-Beitou_Taipei.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/e5/ee/92/caption.jpg?w=500&h=400&s=1,社子大橋,4.0 分 (共 5 分),2,景點和地標 • 橋樑,
https://www.tripadvisor.com.tw/Attraction_Review-g13792518-d6955739-Reviews-Erliao_Shenmu-Beipu_Hsinchu_County.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/0b/9b/65/caption.jpg?w=500&h=400&s=1,二寮神木,4.5 分 (共 5 分),3,景點和地標,
https://www.tripadvisor.com.tw/Attraction_Review-g13806427-d10794797-Reviews-Tianmu_White_House-Beitou_Taipei.html,,天母白屋,4.0 分 (共 5 分),1,宗教景點,
https://www.tripadvisor.com.tw/Attraction_Review-g13792518-d6553778-Reviews-Jinguang_Fugong_Hall-Beipu_Hsinchu_County.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/9e/3d/79/caption.jpg?w=500&h=-1&s=1,金廣福公館,3.0 分 (共 5 分),6,景點和地標 • 歷史博物館,
https://www.tripadvisor.com.tw/Attraction_Review-g13808541-d6974306-Reviews-Shihmen_Mountain-Xiulin_Hualien.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/e2/9c/9d/mt-shihmen.jpg?w=500&h=400&s=1,石門山,4.5 分 (共 5 分),12,山脈,
https://www.tripadvisor.com.tw/Attraction_Review-g13808397-d12442835-Reviews-CJ_Loft_Architecture-West_District_Taichung.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/f7/1f/b9/a-beauty-clinic-on-the.jpg?w=500&h=-1&s=1,席閣美術園道設計中心,4.0 分 (共 5 分),1,景點和地標 • 建築物,
https://www.tripadvisor.com.tw/Attraction_Review-g8840010-d14163982-Reviews-Lu_Dao_Guan_Hai_Bu_Dao-Ludao_Taitung.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/be/1a/9b/caption.jpg?w=500&h=-1&s=1,綠島觀海步道,4.5 分 (共 5 分),3,公園,
https://www.tripadvisor.com.tw/Attraction_Review-g13808894-d19377963-Reviews-Huangjin_Shuishan_Lin-Zhushan_Nantou.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/f4/b3/8d/caption.jpg?w=500&h=-1&s=1,黃金水杉林,4.0 分 (共 5 分),1,公園,
https://www.tripadvisor.com.tw/Attraction_Review-g13792763-d6553525-Reviews-Changbin_Jhangyuan_Church-Changbin_Taitung.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/26/50/d6/caption.jpg?w=500&h=400&s=1,長濱樟原教會,3.5 分 (共 5 分),3,教堂和大教堂,
,,,,127,1,
https://www.tripadvisor.com.tw/Attraction_Review-g13808400-d10644074-Reviews-Kai_Ji_Ling_You_Gong-West_Central_District_Tainan.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/a3/49/d4/caption.jpg?w=500&h=-1&s=1,開基靈祐宮,3.5 分 (共 5 分),5,古蹟 • 宗教景點,
https://www.tripadvisor.com.tw/Attraction_Review-g13806622-d14996468-Reviews-Sqoyaw_Village-Heping_District_Taichung.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/08/27/7b/sqoyaw-village-nestled.jpg?w=500&h=-1&s=1,環山,4.0 分 (共 5 分),2,地區 • 景點和地標,
https://www.tripadvisor.com.tw/Attraction_Review-g13808853-d16699727-Reviews-Taipei_Botanical_Garden_Ginger_Park-Zhongzheng_District_Taipei.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/46/36/2a/caption.jpg?w=500&h=400&s=1,台北植物園 - 薑科園區,4.5 分 (共 5 分),9,公園,
https://www.tripadvisor.com.tw/Attraction_Review-g13814594-d6554696-Reviews-Sanduanqi_Trail-Xinpu_Hsinchu_County.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/60/24/82/caption.jpg?w=500&h=400&s=1,三段崎古道,1.0 分 (共 5 分),1,登山步道,
https://www.tripadvisor.com.tw/Attraction_Review-g13806622-d19323958-Reviews-Chi_You_Shan_Bu_Dao-Heping_District_Taichung.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/e4/91/de/caption.jpg?w=500&h=-1&s=1,池有山步道,5.0 分 (共 5 分),1,山脈 • 登山步道,
https://www.tripadvisor.com.tw/Attraction_Review-g13808455-d6956984-Reviews-White_Horse_Leisure_Farm-Xianxi_Changhua.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/ba/4a/b0/caption.jpg?w=500&h=-1&s=1,白馬休閒農園,3.0 分 (共 5 分),1,農場,
https://www.tripadvisor.com.tw/Attraction_Review-g13808397-d12926461-Reviews-Xing_Tian_Gong-West_District_Taichung.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/cb/98/b5/caption.jpg?w=500&h=-1&s=1,幸天宮,4.0 分 (共 5 分),4,宗教景點,
https://www.tripadvisor.com.tw/Attraction_Review-g13806822-d6553469-Reviews-Alang_Snuwil_Seteq_Toda-Ren_ai_Township_Nantou.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/d6/03/11/caption.jpg?w=500&h=400&s=1,春陽部落,3.0 分 (共 5 分),1,景點和地標,
https://www.tripadvisor.com.tw/Attraction_Review-g13806712-d6553760-Reviews-Lukang_Wenkai_Tutorial_Academy-Lukang_Changhua.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/73/b8/3f/caption.jpg?w=500&h=400&s=1,鹿港文開書院,4.0 分 (共 5 分),12,景點和地標,
https://www.tripadvisor.com.tw/Attraction_Review-g13808516-d6553954-Reviews-TumPu_Catholic_Church-Xinyi_Township_Nantou.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/d6/06/89/caption.jpg?w=500&h=400&s=1,東埔天主教聖神堂,3.0 分 (共 5 分),1,教堂和大教堂,
https://www.tripadvisor.com.tw/Attraction_Review-g13806802-d12926179-Reviews-Huang_Yao_Nan_Old_Residence-Puxin_Changhua.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/cd/55/de/photo0jpg.jpg?w=500&h=-1&s=1,黃耀南故居,4.0 分 (共 5 分),1,古蹟 • 建築物,
https://www.tripadvisor.com.tw/Attraction_Review-g13808541-d6554081-Reviews-Chongde_Bay-Xiulin_Hualien.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/ab/7b/f0/caption.jpg?w=500&h=400&s=1,崇德海灣,4.5 分 (共 5 分),11,景點和地標,
https://www.tripadvisor.com.tw/Attraction_Review-g13768101-d8550831-Reviews-Dagangshan_Chaofeng_Temple-Alian_Kaohsiung.html,,Dagangshan Chaofeng Temple,4.0 分 (共 5 分),1,古蹟 • 景點和地標,
https://www.tripadvisor.com.tw/Attraction_Review-g13806607-d13336098-Reviews-Hulupi_Natural_Park-Guantian_Tainan.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/ac/93/69/imag0267-largejpg.jpg?w=500&h=-1&s=1,葫蘆埤自然公園,3.0 分 (共 5 分),1,公園,
https://www.tripadvisor.com.tw/Attraction_Review-g13806565-d6553823-Reviews-Putian_Temple-Fangyuan_Changhua.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/9c/f7/ba/caption.jpg?w=500&h=400&s=1,普天宮,4.0 分 (共 5 分),3,景點和地標,
https://www.tripadvisor.com.tw/Attraction_Review-g13792460-d2425536-Reviews-Miao_Shou_Gong-Anping_Tainan.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/a6/03/88/the-temple.jpg?w=500&h=400&s=1,妙壽宮,3.5 分 (共 5 分),11,宗教景點,
https://www.tripadvisor.com.tw/Attraction_Review-g1437280-d6963979-Reviews-Jibei_Cultural_Museum_of_Stone_Tial_Weirs-Penghu.html,,吉貝石滬文化館,3.0 分 (共 5 分),2,景點和地標,
https://www.tripadvisor.com.tw/Attraction_Review-g13806772-d8668822-Reviews-Children_s_Park-Niaosong_Kaohsiung.html,,兒童樂園,4.0 分 (共 5 分),1,公園,
https://www.tripadvisor.com.tw/Attraction_Review-g13806656-d10205200-Reviews-Shamei_Street-Jinsha_Kinmen.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/b4/86/9f/caption.jpg?w=500&h=400&s=1,沙美老街,4.0 分 (共 5 分),7,史跡徒步區 • 建築物,
https://www.tripadvisor.com.tw/Attraction_Review-g13808406-d6691694-Reviews-Xidadun_Cultural_Center-Wufeng_Taichung.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/0e/98/e3/caption.jpg?w=500&h=-1&s=1,西大墩文化館,5.0 分 (共 5 分),1,特色博物館,
https://www.tripadvisor.com.tw/Attraction_Review-g13808541-d12310751-Reviews-Taroko_Visitor_Center-Xiulin_Hualien.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/f4/d6/f7/caption.jpg?w=500&h=-1&s=1,太魯閣遊客中心,4.0 分 (共 5 分),31,遊客中心,
https://www.tripadvisor.com.tw/Attraction_Review-g13806910-d11946728-Reviews-Carrefour_Taitung_Store-Taitung_City_Taitung.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/60/2d/94/caption.jpg?w=500&h=400&s=1,台灣家樂福(台東店),3.5 分 (共 5 分),11,購物中心,
https://www.tripadvisor.com.tw/Attraction_Review-g13806657-d6955913-Reviews-Jin_Quan_Public_Baths-Jinshan_New_Taipei.html,,金泉浴池,4.0 分 (共 5 分),1,溫泉和間歇泉,
https://www.tripadvisor.com.tw/Attraction_Review-g13808400-d10006435-Reviews-Renhoujing_Fudeci-West_Central_District_Tainan.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/8a/fb/3c/caption.jpg?w=500&h=400&s=1,仁厚境福德祠,3.5 分 (共 5 分),6,古蹟 • 建築物,
https://www.tripadvisor.com.tw/Attraction_Review-g13806574-d6963245-Reviews-Bao_An_Temple-Fengyuan_Taichung.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/56/a2/ed/caption.jpg?w=500&h=-1&s=1,保安宮,3.0 分 (共 5 分),2,宗教景點,
https://www.tripadvisor.com.tw/Attraction_Review-g13806774-d3863746-Reviews-Hsinchu_Foreigner_Assistance_Center-North_District_Hsinchu.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/10/87/51/hsinchu-foreigner-assistance.jpg?w=500&h=400&s=1,Hsinchu Foreigner Assistance Center,4.0 分 (共 5 分),5,遊客中心,
https://www.tripadvisor.com.tw/Attraction_Review-g13806768-d19596193-Reviews-Neimen_Nanhai_Zizhu_Temple-Neimen_Kaohsiung.html,,內門南海紫竹寺,5.0 分 (共 5 分),1,宗教景點,
https://www.tripadvisor.com.tw/Attraction_Review-g13808853-d13355169-Reviews-Nanhai_Theater-Zhongzheng_District_Taipei.html,,南海劇場,4.5 分 (共 5 分),3,建築物,
https://www.tripadvisor.com.tw/Attraction_Review-g13808400-d10391372-Reviews-Jifu_Gong-West_Central_District_Tainan.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/8f/23/fc/caption.jpg?w=500&h=-1&s=1,濟福宮,3.0 分 (共 5 分),1,宗教景點,
https://www.tripadvisor.com.tw/Attraction_Review-g13806657-d19282237-Reviews-Xu_Shi_Zumiao-Jinshan_New_Taipei.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/dd/f6/18/caption.jpg?w=500&h=-1&s=1,許氏祖廟,3.0 分 (共 5 分),2,宗教景點,
,,,,128,1,
https://www.tripadvisor.com.tw/Attraction_Review-g13808853-d15661680-Reviews-Party_Trick_Art-Zhongzheng_District_Taipei.html,,Party Trick Art,5.0 分 (共 5 分),1,特色博物館,
https://www.tripadvisor.com.tw/Attraction_Review-g13808853-d17468250-Reviews-General_Sun_Li_Jen_Residence-Zhongzheng_District_Taipei.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/ce/d8/f5/caption.jpg?w=500&h=-1&s=1,孫立人官邸,4.5 分 (共 5 分),4,古蹟 • 建築物,
https://www.tripadvisor.com.tw/Attraction_Review-g13808894-d19368128-Reviews-Huahui_Zhongxin-Zhushan_Nantou.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/6b/de/80/huahui-zhongxin.jpg?w=500&h=-1&s=1,花卉中心,3.5 分 (共 5 分),4,花園,
https://www.tripadvisor.com.tw/Attraction_Review-g1731586-d6554065-Reviews-Beigan_Wusha_Port-Matsu.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/bf/bf/9f/caption.jpg?w=500&h=-1&s=1,北竿午沙港,4.0 分 (共 5 分),4,景點和地標,
https://www.tripadvisor.com.tw/Attraction_Review-g13808400-d10391337-Reviews-Zexian_Temple-West_Central_District_Tainan.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/8f/2b/dc/caption.jpg?w=500&h=-1&s=1,擇賢堂,4.0 分 (共 5 分),5,宗教景點,
https://www.tripadvisor.com.tw/Attraction_Review-g13808542-d10423230-Reviews-Waianer-Xiyu_Penghu.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/9e/b2/64/caption.jpg?w=500&h=400&s=1,外垵餌砲,4.0 分 (共 5 分),7,古蹟 • 軍事基地和設施,
https://www.tripadvisor.com.tw/Attraction_Review-g13808542-d10006461-Reviews-Xiyuping-Xiyu_Penghu.html,,西嶼坪,5.0 分 (共 5 分),1,景點和地標 • 神秘景點,
https://www.tripadvisor.com.tw/Attraction_Review-g13806712-d10391928-Reviews-Lugang_Museum-Lukang_Changhua.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/1d/2f/56/caption.jpg?w=500&h=400&s=1,鹿港藝文館,4.0 分 (共 5 分),8,美術館,
https://www.tripadvisor.com.tw/Attraction_Review-g13806774-d10104284-Reviews-Jinshi_Di-North_District_Hsinchu.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/51/6d/66/p-20160417-154744-largejpg.jpg?w=500&h=400&s=1,進士第,4.0 分 (共 5 分),2,古蹟,
https://www.tripadvisor.com.tw/Attraction_Review-g13808853-d10104196-Reviews-Hall_of_Justice-Zhongzheng_District_Taipei.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/9a/93/c1/getlstd-property-photo.jpg?w=500&h=-1&s=1,司法大廈,4.0 分 (共 5 分),13,古蹟 • 政府建築,
https://www.tripadvisor.com.tw/Attraction_Review-g13806620-d17838658-Reviews-Kenting_National_Forest_Recreation_Area-Hengchun_Pingtung.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/e4/61/bc/uplifted-coral-reef.jpg?w=500&h=400&s=1,懇丁國家森林遊樂區,4.0 分 (共 5 分),12,景點和地標 • 國家公園,
https://www.tripadvisor.com.tw/Attraction_Review-g13806931-d16763221-Reviews-Zhuan_Bird_watching_Area-Toucheng_Yilan.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/a6/9b/db/getlstd-property-photo.jpg?w=500&h=400&s=1,竹安河口賞鳥區,4.0 分 (共 5 分),1,自然和野生動物區 • 公園,
https://www.tripadvisor.com.tw/Attraction_Review-g13808542-d15201181-Reviews-Lao_Gu_Shi_Park-Xiyu_Penghu.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/ed/9c/43/caption.jpg?w=500&h=-1&s=1,咾咕石公園,4.0 分 (共 5 分),1,景觀徒步區,
https://www.tripadvisor.com.tw/Attraction_Review-g13806774-d6974501-Reviews-Fei_Fong_Yuan_Farm-North_District_Hsinchu.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/d4/b4/28/photo1jpg.jpg?w=500&h=400&s=1,飛鳳園農場,4.0 分 (共 5 分),1,農場,
https://www.tripadvisor.com.tw/Attraction_Review-g13806480-d6955701-Reviews-Dongshan_Forest_Recreation_Area-Dongshan_Yilan.html,,冬山森林生態館,4.0 分 (共 5 分),1,自然和野生動物區,
https://www.tripadvisor.com.tw/Attraction_Review-g13806783-d6105631-Reviews-Jinxuan_Church-Pingtung_City_Pingtung.html,,屏東浸宣教會,3.5 分 (共 5 分),2,教堂和大教堂,
https://www.tripadvisor.com.tw/Attraction_Review-g13806427-d10793965-Reviews-Yangmingshan_Guangfu_Building-Beitou_Taipei.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/79/ff/7a/caption.jpg?w=500&h=400&s=1,陽明山光復樓,3.0 分 (共 5 分),2,古蹟,
https://www.tripadvisor.com.tw/Attraction_Review-g13808894-d19392664-Reviews-Xiang_Xin_Gu_Yunhai-Zhushan_Nantou.html,,向欣谷雲海,4.0 分 (共 5 分),1,山谷,
https://www.tripadvisor.com.tw/Attraction_Review-g13808894-d19392207-Reviews-Taiwan_Du_Juan_Ju_Mu_Sen_Lin-Zhushan_Nantou.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/4e/51/c0/caption.jpg?w=500&h=400&s=1,台灣杜鵑巨木森林,4.5 分 (共 5 分),2,登山步道,
https://www.tripadvisor.com.tw/Attraction_Review-g13806573-d8099361-Reviews-Meinong_East_Gate_Tower-Fengshan_Kaohsiung.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/18/58/1d/caption.jpg?w=500&h=-1&s=1,瀰濃東門楼,3.0 分 (共 5 分),3,古蹟 • 建築物,
https://www.tripadvisor.com.tw/Attraction_Review-g13792508-d6553494-Reviews-Bei_Gang_Town_I_Min_Temple-Beigang_Yunlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/f7/9a/af/caption.jpg?w=500&h=-1&s=1,北港鎮義民廟,4.0 分 (共 5 分),6,景點和地標,
https://www.tripadvisor.com.tw/Attraction_Review-g13806498-d6956587-Reviews-Yue_Ying_Tan_Sin-East_District_Chiayi.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/84/a7/9c/caption.jpg?w=500&h=-1&s=1,月影潭心,4.0 分 (共 5 分),24,景點和地標,
https://www.tripadvisor.com.tw/Attraction_Review-g13806454-d16817216-Reviews-Bailing_jumu-Datong_Yilan.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/f1/4b/e8/caption.jpg?w=500&h=-1&s=1,白嶺巨木,4.0 分 (共 5 分),1,景觀徒步區,
https://www.tripadvisor.com.tw/Attraction_Review-g13806679-d6553718-Reviews-Linnei_Siang_Huben_Village_White_Horse_Temple-Linnei_Yunlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/6d/e8/12/caption.jpg?w=500&h=-1&s=1,林內鄉湖本村白馬寺,3.5 分 (共 5 分),2,景點和地標,
https://www.tripadvisor.com.tw/Attraction_Review-g13806768-d13412435-Reviews-Ya_Mu_Wang_Zhu_Yi_Gui_Wen_Yuan_Qu-Neimen_Kaohsiung.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/e5/85/91/caption.jpg?w=500&h=400&s=1,鴨母王朱一貴文化園區,5.0 分 (共 5 分),1,景點和地標,
https://www.tripadvisor.com.tw/Attraction_Review-g13806910-d8756214-Reviews-Baoding_Yiwen_Center-Taitung_City_Taitung.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/ff/a8/e7/photo6jpg.jpg?w=500&h=-1&s=1,寶町藝文中心,4.0 分 (共 5 分),13,藝術博物館,
https://www.tripadvisor.com.tw/Attraction_Review-g13792473-d13979995-Reviews-Da_Zhou_Pier-Bali_New_Taipei.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/08/07/d4/you-can-find-boating.jpg?w=500&h=400&s=1,大舟碼頭,5.0 分 (共 5 分),1,景點和地標 • 碼頭和木板人行道,
https://www.tripadvisor.com.tw/Attraction_Review-g13806931-d16800470-Reviews-Dali_Visitor_Service_Center-Toucheng_Yilan.html,,大里遊客服務中心,5.0 分 (共 5 分),1,遊客中心,
https://www.tripadvisor.com.tw/Attraction_Review-g13808400-d10391343-Reviews-Dajingtou-West_Central_District_Tainan.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/82/08/26/caption.jpg?w=500&h=-1&s=1,大井頭,3.0 分 (共 5 分),6,古蹟 • 景點和地標,
https://www.tripadvisor.com.tw/Attraction_Review-g13792512-d17161246-Reviews-Beimen_Crystal_Church-Beimen_Tainan.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/1e/b3/d7/caption.jpg?w=500&h=400&s=1,北門水晶教堂,3.5 分 (共 5 分),10,景點和地標 • 公園,
,,,,129,1,
https://www.tripadvisor.com.tw/Attraction_Review-g8840010-d7963501-Reviews-Haishenping-Ludao_Taitung.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/d2/11/05/caption.jpg?w=500&h=400&s=1,海蔘坪,5.0 分 (共 5 分),4,瞭望台,
https://www.tripadvisor.com.tw/Attraction_Review-g1152699-d10196521-Reviews-Lieyu_Town_Culture_Museum-Kinmen.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/72/40/f0/caption.jpg?w=500&h=-1&s=1,烈嶼鄉文化館,4.0 分 (共 5 分),5,特色博物館 • 歷史博物館,
https://www.tripadvisor.com.tw/Attraction_Review-g13806607-d6952482-Reviews-Longtian_Distillery-Guantian_Tainan.html,,隆田酒廠,3.5 分 (共 5 分),2,釀酒廠,
https://www.tripadvisor.com.tw/Attraction_Review-g13808400-d6556623-Reviews-La_Yoo-West_Central_District_Tainan.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/21/48/c3/caption.jpg?w=500&h=-1&s=1,La Yoo,5.0 分 (共 5 分),1,景點和地標,
https://www.tripadvisor.com.tw/Attraction_Review-g13806499-d3862296-Reviews-Vieshow_Cinema-East_District_Hsinchu.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/85/66/72/vieshow-cinema.jpg?w=500&h=400&s=1,Vieshow Cinema,4.5 分 (共 5 分),3,劇場,
https://www.tripadvisor.com.tw/Attraction_Review-g13808406-d6410891-Reviews-National_Taiwan_Symphony_Orchestra-Wufeng_Taichung.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/b5/2c/99/caption.jpg?w=500&h=-1&s=1,台灣交響樂團,3.0 分 (共 5 分),2,交響樂,
https://www.tripadvisor.com.tw/Attraction_Review-g13806498-d554392-Reviews-Chiayi_Eiffel_Tower_Replica-East_District_Chiayi.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/2a/b9/31/cute-tree-like-to-the.jpg?w=500&h=-1&s=1,嘉義埃菲爾鐵塔複製品,4.0 分 (共 5 分),10,景點和地標,
https://www.tripadvisor.com.tw/Attraction_Review-g13808534-d19274590-Reviews-Lincuo_Park-Xitun_Taichung.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/0c/82/62/caption.jpg?w=500&h=-1&s=1,林厝公園,4.0 分 (共 5 分),2,公園,
https://www.tripadvisor.com.tw/Attraction_Review-g13806823-d17376853-Reviews-Taiwan_Tielu_Zongguan_Xian_Qidian-Ren_ai_District_Keelung.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/46/4c/36/caption.jpg?w=500&h=-1&s=1,臺灣鐵路縦貫線起點,3.5 分 (共 5 分),2,古蹟,
https://www.tripadvisor.com.tw/Attraction_Review-g13806813-d10644369-Reviews-Qijin_Feng_Shan_Temple-Qijin_Kaohsiung.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/65/c1/02/caption.jpg?w=500&h=-1&s=1,旗津鳳山寺,3.5 分 (共 5 分),4,古蹟 • 景點和地標,
https://www.tripadvisor.com.tw/Attraction_Review-g13795650-d6554108-Reviews-Daan_Port-Da_an_Taichung.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/57/7a/c7/caption.jpg?w=500&h=-1&s=1,大安港,3.5 分 (共 5 分),3,景點和地標,
